Cluster Number;Taxa;Mean;median;Standard Deviation
1;./MZ272.DR.snp.final,./MZ72.DR.snp.final,./MZ283.DR.snp.final,./MZ98.DR.snp.final,./MZ119.DR.snp.final,./MZ88.DR.snp.final,./MZ87.DR.snp.final,./MZ63.DR.snp.final,./MZ199m.DR.snp.final,./MZ135.DR.snp.final,./MZ213m.DR.snp.final,./MZ220.DR.snp.final,./MZ294.DR.snp.final,./MZ90.DR.snp.final,./MZ260.DR.snp.final,./MZ232.DR.snp.final,./MZ15.DR.snp.final,./MZ69.DR.snp.final,./MZ75.DR.snp.final,./MZ203.DR.snp.final,./MZ118.DR.snp.final,./MZ269.DR.snp.final,./MZ267.DR.snp.final,./MZ120.DR.snp.final,./MZ27.DR.snp.final,./MZ225.DR.snp.final,./MZ158.DR.snp.final,./MZ133.DR.snp.final,./MZ131.DR.snp.final,./MZ32.DR.snp.final,./MZ48.DR.snp.final,./MZ150.DR.snp.final,./MZ176.DR.snp.final,./MZ130.DR.snp.final,./MZ115.DR.snp.final,./MZ52.DR.snp.final,./MZ266.DR.snp.final,./MZ14.DR.snp.final,./MZ111.DR.snp.final,./MZ112.DR.snp.final,./MZ217.DR.snp.final,./MZ151.DR.snp.final,./MZ293.DR.snp.final,./MZ18.DR.snp.final,./MZ183.DR.snp.final,./MZ42.DR.snp.final,./MZ127.DR.snp.final,./MZ204.DR.snp.final,./MZ299.DR.snp.final,./MZ37m.DR.snp.final,./MZ206.DR.snp.final,./MZ117.DR.snp.final,./MZ247.DR.snp.final,./MZ240.DR.snp.final,./MZ89.DR.snp.final,./MZ282.DR.snp.final,./MZ281.DR.snp.final,./MZ280.DR.snp.final,./MZ156.DR.snp.final,./MZ237m.DR.snp.final,./MZ103.DR.snp.final,./MZ07.DR.snp.final,./MZ40.DR.snp.final,./MZ84.DR.snp.final,./MZ128.DR.snp.final,./MZ110.DR.snp.final,./MZ107.DR.snp.final,./MZ251.DR.snp.final,./MZ171m.DR.snp.final,./MZ161.DR.snp.final,./MZ64.DR.snp.final,./MZ259.DR.snp.final,./MZ252.DR.snp.final,./MZ86m.DR.snp.final,./MZ189.DR.snp.final,./MZ192.DR.snp.final,./MZ273.DR.snp.final,./MZ257m.DR.snp.final,./MZ205.DR.snp.final,./MZ254m.DR.snp.final,./MZ262.DR.snp.final,./MZ61.DR.snp.final,./MZ4.DR.snp.final,./MZ73.DR.snp.final,./MZ121.DR.snp.final,./MZ104.DR.snp.final,./MZ105.DR.snp.final,./MZ29.DR.snp.final,./MZ51.DR.snp.final,./MZ167m.DR.snp.final,./MZ201.DR.snp.final,./MZ216.DR.snp.final,./MZ292.DR.snp.final,./MZ09.DR.snp.final,./MZ113.DR.snp.final,./MZ71.DR.snp.final,./MZ287.DR.snp.final,./MZ285m.DR.snp.final,./MZ05.DR.snp.final,./MZ258.DR.snp.final,./MZ96.DR.snp.final,./MZ59.DR.snp.final,./MZ238.DR.snp.final,./MZ277.DR.snp.final,./MZ148.DR.snp.final,./MZ215m.DR.snp.final,./MZ102m.DR.snp.final,./MZ82.DR.snp.final,./MZ178.DR.snp.final,./MZ43.DR.snp.final,./MZ122.DR.snp.final,./MZ181.DR.snp.final,./MZ85m.DR.snp.final,./MZ211.DR.snp.final,./MZ193.DR.snp.final,./MZ253.DR.snp.final,./MZ255.DR.snp.final,./MZ17.DR.snp.final,./MZ159.DR.snp.final,./MZ300m.DR.snp.final,./MZ185.DR.snp.final,./MZ209.DR.snp.final,./MZ153.DR.snp.final,./MZ169.DR.snp.final,./MZ210.DR.snp.final,./MZ33.DR.snp.final,./MZ286.DR.snp.final,./MZ229.DR.snp.final,./MZ295.DR.snp.final,./MZ256.DR.snp.final,./MZ168.DR.snp.final,./MZ197.DR.snp.final,./MZ207.DR.snp.final,./MZ56.DR.snp.final,./MZ109.DR.snp.final,./MZ03.DR.snp.final,./MZ44.DR.snp.final,./MZ123.DR.snp.final,./MZ124.DR.snp.final,./MZ195.DR.snp.final,./MZ196m.DR.snp.final,./MZ194.DR.snp.final,./MZ145.DR.snp.final,./MZ39.DR.snp.final,./MZ223.DR.snp.final,./MZ231.DR.snp.final,./MZ26.DR.snp.final,./MZ136.DR.snp.final,./MZ188m.DR.snp.final,./MZ81.DR.snp.final,./MZ129.DR.snp.final,./MZ279m.DR.snp.final,./MZ99.DR.snp.final,./MZ47.DR.snp.final,./MZ139.DR.snp.final,./MZ21.DR.snp.final,./MZ174.DR.snp.final,./MZ190.DR.snp.final,./MZ20.DR.snp.final,./MZ80.DR.snp.final,./MZ177.DR.snp.final,./MZ58.DR.snp.final,./MZ79.DR.snp.final,./MZ227.DR.snp.final,./MZ100.DR.snp.final,./MZ242.DR.snp.final,./MZ175.DR.snp.final,./MZ160.DR.snp.final,./MZ143.DR.snp.final,./MZ270m.DR.snp.final,./MZ138.DR.snp.final,./MZ241.DR.snp.final,./MZ239.DR.snp.final,./MZ12m.DR.snp.final,./MZ22.DR.snp.final,./MZ94.DR.snp.final,./MZ191.DR.snp.final,./MZ265.DR.snp.final,./MZ54.DR.snp.final,./MZ49m.DR.snp.final,./MZ140.DR.snp.final,./MZ180.DR.snp.final,./MZ125.DR.snp.final,./MZ53.DR.snp.final,./MZ34.DR.snp.final,./MZ23.DR.snp.final,./MZ218.DR.snp.final,./MZ263.DR.snp.final,./MZ16.DR.snp.final,./MZ291.DR.snp.final,./MZ172m.DR.snp.final,./MZ06.DR.snp.final,./MZ116.DR.snp.final,./MZ170.DR.snp.final,./MZ152.DR.snp.final,./MZ65.DR.snp.final,./MZ298.DR.snp.final,./MZ182.DR.snp.final,./MZ101.DR.snp.final,./MZ93.DR.snp.final,./MZ236.DR.snp.final,./MZ62.DR.snp.final,./MZ173m.DR.snp.final,./MZ50.DR.snp.final,./MZ202.DR.snp.final,./MZ234.DR.snp.final,./MZ83.DR.snp.final,./MZ222.DR.snp.final,./MZ57.DR.snp.final,./MZ97.DR.snp.final,./MZ144.DR.snp.final,./MZ67.DR.snp.final,./MZ106.DR.snp.final,./MZ289.DR.snp.final,./MZ233.DR.snp.final,./MZ91.DR.snp.final,./MZ296m.DR.snp.final,./MZ261.DR.snp.final,./MZ68.DR.snp.final,./MZ60.DR.snp.final,./MZ146.DR.snp.final,./MZ275.DR.snp.final,./MZ198.DR.snp.final,./MZ11.DR.snp.final,./MZ41m.DR.snp.final,./MZ70.DR.snp.final,./MZ35.DR.snp.final,./MZ142.DR.snp.final,./MZ74.DR.snp.final,./MZ78.DR.snp.final,./MZ132.DR.snp.final,./MZ271.DR.snp.final,./MZ166.DR.snp.final,./MZ164.DR.snp.final,./MZ214.DR.snp.final,./MZ46.DR.snp.final,./MZ200.DR.snp.final,./MZ208.DR.snp.final,./MZ36.DR.snp.final,./MZ278m.DR.snp.final,./MZ268.DR.snp.final,./MZ163.DR.snp.final,./MZ155.DR.snp.final,./MZ162.DR.snp.final,./MZ24.DR.snp.final,./MZ249.DR.snp.final,./MZ250.DR.snp.final,./MZ134.DR.snp.final,./MZ154m.DR.snp.final,./MZ226m.DR.snp.final,./MZ76.DR.snp.final,./MZ126.DR.snp.final,./MZ137.DR.snp.final,./MZ10.DR.snp.final,./MZ276.DR.snp.final,./MZ179.DR.snp.final,./MZ245.DR.snp.final,./MZ246.DR.snp.final,./MZ274.DR.snp.final,./MZ77.DR.snp.final,./MZ25.DR.snp.final,./MZ45.DR.snp.final,./MZ55.DR.snp.final,./MZ157.DR.snp.final,./MZ244m.DR.snp.final,./MZ149.DR.snp.final,./MZ264.DR.snp.final,./MZ114.DR.snp.final,./MZ248m.DR.snp.final,./MZ186.DR.snp.final,./MZ243.DR.snp.final,./MZ219.DR.snp.final,./MZ30.DR.snp.final,./MZ95.DR.snp.final,./MZ284.DR.snp.final,./MZ02.DR.snp.final;0.028152;0.030495;0.008457
